//인첸트스크립트_all		//조합코드:index값							아이템참조		7245마야보석1레벨_Drop						조합 비용												
//최종수정자:정동일		//아이템종류:0:무기1:방어구							4201필미스톤		7246마야보석2레벨						1~6 100%가 1:1												
//Version	0.0.0.9	//최소아이템레벨:인첸트가일어나는최소아이템레벨(아이템스크립트LV파라미터값비교)							4202오버미스톤		7247마야보석3레벨						7인챈 이상은 50%가 1:1												
//작성일	오후 4:51 2009-02-13	//최대아이템레벨:인첸트가일어나는최대아이템레벨(아이템스크립트LV파라미터값비교)							4203스트렝스스톤		7248마야보석4레벨_Cash																		
//									4701프로텍션크리스탈		7249마야금속1레벨_Drop																		
//									4702샤이닝크리스탈		7250마야금속2레벨																		
//									4204메가미스톤		7251마야금속3레벨																		
//									4703유니크리스탈		7252마야금속4레벨_Cash					//테스트를 위한 가 데이터										//현재 인챈트 착용 요구치 공식 : INT(인챈트 급수 / ( 3 - (아이템 레벨 / 6 ) ) + 1 )			
//																	"//(100%조합*상수 값)으로 계산하며, 소수점 첫 째 자리에서 반올림한 정수 값으로 출력."									사용여부			
//					  MONEY EnchantFare = (rTargetSlot.GetPriceForBuy()*rTargetSlot.GetItemInfo()->m_LV)												//소수점 3째 자리까지 입력 가능(ex. 0.001)									0. 사용안함			
//																										1. 사용함			
//1.1																													
//추가 버전															816		816						816			816			
//설명	조합코드	아이템종류	아이템레벨	인첸트등급	인첸트재료1	인첸트재료1개수	인첸트재료2	인첸트재료2개수	인첸트재료3	인첸트재료3개수	인첸트재료4	인첸트재료4개수	인첸트재료5	인첸트재료5개수	100%재료	필요하임배율	75%재료	필요하임배율	50%재료	필요하임배율	25%재료	필요하임배율	사용여부	다운확률	다운레벨	사용여부	착용요구치상승폭		
	bCode	bItemType	bItemLV	bEnchant	wMaterial1	wMaterial1Num	wMaterial2	wMaterial2Num	wMaterial3	wMaterial3Num	wMaterial4	wMaterial4Num	wMaterial5	wMaterial5Num	HaimFare1	MaterialFare1	HaimFare2	MaterialFare2	HaimFare3	MaterialFare3	HaimFare4	MaterialFare4	bDownGrade	byDownPer	byDownLV	bLimitRatio	dLimitRatio	FieldEnd	
//	1111	0	10	3	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1112	0	10	4	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1113	0	10	5	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1114	0	10	6	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1115	0	10	7	7247	2	7251	4	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1116	0	10	8	7247	4	7251	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1117	0	10	9	7247	8	7251	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1118	0	10	10	7247	16	7251	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1119	0	10	11	7247	32	7251	64	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1120	0	10	12	7247	64	7251	128	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1121	0	21	1	7247	3	7251	2	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	1		
//	1122	0	21	2	7247	3	7251	2	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	1		
//	1123	0	21	3	7247	3	7251	2	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	1		
//	1124	0	21	4	7247	3	7251	2	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	1		
//	1125	0	21	5	7247	3	7251	2	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.67		
//	1126	0	21	6	7247	3	7251	2	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.75		
//	1127	0	21	7	7247	6	7251	4	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.6		
//	1128	0	21	8	7247	12	7251	8	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.4		
//	1129	0	21	9	7247	24	7251	16	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.2		
//	1130	0	21	10	7247	48	7251	32	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	-0.3		
//	1131	0	21	11	7247	96	7251	64	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	-0.5		
//	1132	0	21	12	7247	192	7251	128	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	-0.9		
//캐시 인챈트 그룹_일반 방어구																													
//	1201	1	1	1	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1202	1	1	2	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1203	1	1	3	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1204	1	1	4	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1205	1	1	5	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1206	1	1	6	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1207	1	1	7	7245	8	7249	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1208	1	1	8	7245	16	7249	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1209	1	1	9	7245	32	7249	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1210	1	1	10	7245	64	7249	64	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1211	1	1	11	7245	128	7249	128	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1212	1	1	12	7245	255	7249	255	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1213	1	2	1	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1214	1	2	2	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1215	1	2	3	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1216	1	2	4	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1217	1	2	5	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1218	1	2	6	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1219	1	2	7	7245	8	7249	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1220	1	2	8	7245	16	7249	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1221	1	2	9	7245	32	7249	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1222	1	2	10	7245	64	7249	64	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1223	1	2	11	7245	128	7249	128	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1224	1	2	12	7245	255	7249	255	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1225	1	3	1	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1226	1	3	2	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1227	1	3	3	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1228	1	3	4	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1229	1	3	5	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1230	1	3	6	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1231	1	3	7	7246	2	7250	2	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1232	1	3	8	7246	4	7250	4	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1233	1	3	9	7246	8	7250	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1234	1	3	10	7246	16	7250	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1235	1	3	11	7246	32	7250	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1236	1	3	12	7246	64	7250	64	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1237	1	4	1	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1238	1	4	2	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1239	1	4	3	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1240	1	4	4	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1241	1	4	5	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1242	1	4	6	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1243	1	4	7	7246	2	7250	2	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1244	1	4	8	7246	4	7250	4	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1245	1	4	9	7246	8	7250	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1246	1	4	10	7246	16	7250	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1247	1	4	11	7246	32	7250	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1248	1	4	12	7246	64	7250	64	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1249	1	5	1	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1250	1	5	2	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1251	1	5	3	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1252	1	5	4	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1253	1	5	5	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1254	1	5	6	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1255	1	5	7	7247	1	7251	1	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1256	1	5	8	7247	2	7251	2	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1257	1	5	9	7247	4	7251	4	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1258	1	5	10	7247	8	7251	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1259	1	5	11	7247	16	7251	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1260	1	5	12	7247	32	7251	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1261	1	6	1	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1262	1	6	2	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1263	1	6	3	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1264	1	6	4	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1265	1	6	5	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1266	1	6	6	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1267	1	6	7	7247	1	7251	1	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1268	1	6	8	7247	2	7251	2	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1269	1	6	9	7247	4	7251	4	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1270	1	6	10	7247	8	7251	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1271	1	6	11	7247	16	7251	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1272	1	6	12	7247	32	7251	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1273	1	7	1	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1274	1	7	2	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1275	1	7	3	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1276	1	7	4	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1277	1	7	5	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1278	1	7	6	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1279	1	7	7	7247	2	7251	4	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1280	1	7	8	7247	4	7251	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1281	1	7	9	7247	8	7251	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1282	1	7	10	7247	16	7251	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1283	1	7	11	7247	32	7251	64	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1284	1	7	12	7247	64	7251	128	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1285	1	8	1	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1286	1	8	2	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1287	1	8	3	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1288	1	8	4	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1289	1	8	5	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1290	1	8	6	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1291	1	8	7	7247	2	7251	4	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1292	1	8	8	7247	4	7251	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1293	1	8	9	7247	8	7251	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1294	1	8	10	7247	16	7251	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1295	1	8	11	7247	32	7251	64	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1296	1	8	12	7247	64	7251	128	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1297	1	10	1	7247	4	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1298	1	10	2	7247	4	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1299	1	10	3	7247	4	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1300	1	10	4	7247	4	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1301	1	10	5	7247	4	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1302	1	10	6	7247	4	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1303	1	10	7	7247	8	7251	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1304	1	10	8	7247	16	7251	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1305	1	10	9	7247	32	7251	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1306	1	10	10	7247	64	7251	64	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1307	1	10	11	7247	128	7251	128	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1308	1	10	12	7247	256	7251	256	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1309	1	21	1	7247	3	7251	2	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	1		
//	1310	1	21	2	7247	3	7251	2	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	1		
//	1311	1	21	3	7247	3	7251	2	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	1		
//	1312	1	21	4	7247	3	7251	2	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	1		
//	1313	1	21	5	7247	3	7251	2	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.67		
//	1314	1	21	6	7247	3	7251	2	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.75		
//	1315	1	21	7	7247	6	7251	4	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.6		
//	1316	1	21	8	7247	12	7251	8	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.4		
//	1317	1	21	9	7247	24	7251	16	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	0.2		
//	1318	1	21	10	7247	48	7251	32	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	-0.3		
//	1319	1	21	11	7247	96	7251	64	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	-0.5		
//	1320	1	21	12	7247	192	7251	128	0	0	0	0	0	0	1	1	1	1	1	1	0.75	0.75	1	0	1	1	-0.9		
//캐시 인챈트 그룹_리미티드 무기																													
//	1501	0	1	1	7245	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
//	1502	0	1	2	7245	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
//	1503	0	1	3	7245	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
//	1504	0	1	4	7245	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
//	1505	0	1	5	7245	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
//	1506	0	1	6	7245	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
//	1507	0	1	7	7245	8	7249	8	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		//+7인첸트할때필요재료
//	1508	0	1	8	7245	16	7249	16	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		//+8인첸트할때필요재료
//	1509	0	1	9	7245	32	7249	32	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		//+9인첸트할때필요재료
//	1510	0	1	10	7245	64	7249	64	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		//+10인첸트할때필요재료
//	1511	0	1	11	7245	128	7249	128	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		//+11인첸트할때필요재료
//	1512	0	1	12	7245	255	7249	255	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		//+12인첸트할때필요재료
//	1513	0	2	1	7245	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1514	0	2	2	7245	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1515	0	2	3	7245	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1516	0	2	4	7245	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1517	0	2	5	7245	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1518	0	2	6	7245	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1519	0	2	7	7245	8	7249	8	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1520	0	2	8	7245	16	7249	16	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1521	0	2	9	7245	32	7249	32	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1522	0	2	10	7245	64	7249	64	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1523	0	2	11	7245	128	7249	128	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1524	0	2	12	7245	255	7249	255	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1525	0	3	1	7245	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1526	0	3	2	7245	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1527	0	3	3	7245	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1528	0	3	4	7245	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1529	0	3	5	7245	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1530	0	3	6	7245	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1531	0	3	7	7245	8	7249	8	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1532	0	3	8	7245	16	7249	16	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1533	0	3	9	7245	32	7249	32	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
