	//Version	0.0.0.5				0.8.1.9																0.8.1.9																																																																							0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4												0.9.0.4	0.9.0.4	0.9.0.4	0.9.0.2	0.8.1.9			815	815	815	815						0.9.0.4	0.9.0.4	0.9.0.4	
	528	#2붙잡힌수색병_#2-2완료조건	0	400643	65	1	0	0	4	1	0	400759	0	65159	65159	54021	1	64	135	31	1	0	0	0	0	0	0	0	0	0	527	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	533	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20240	3352	3352	3352	3352	3352	4118	4119	0	4120	40240	0	0	0	
	529	#2-1붙잡힌수색병	0	400644	66	1	0	0	4	1	0	400759	0	65162	65162	54021	1	64	135	31	1	1	0	0	0	0	528	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54021	0	0	0	0	1	0	0	0	0	0	0	0	0	0	234	20241	3353	3353	3353	3353	3353	4121	4122	0	4123	40241	0	0	0	
	530	#2-1-1첩자고문준비	0	400645	66	1	0	0	4	1	0	400759	0	65162	65162	54021	1	64	135	31	1	0	0	0	0	0	0	0	0	0	529	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40358	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20242	3354	3354	3354	3354	3354	4124	4125	0	4126	40242	0	0	0	
	531	#2-1-2첩자고문_반복9회	0	400646	67	1	0	0	4	1	0	400759	0	65162	65162	54021	9	64	135	31	1	0	0	0	0	0	0	0	0	0	530	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40358	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40358	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20243	3355	3355	3355	3355	3355	4127	4128	0	4129	40243	0	0	0	
	532	#2-1-3첩자고문	0	400647	67	1	0	0	4	1	0	400759	0	65162	65159	54021	1	64	135	31	1	0	0	0	0	0	0	0	0	0	531	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40358	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40358	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20244	3356	3356	3356	3356	3356	4130	4131	0	4132	40244	0	0	0	
	533	#2-2붙잡힌수색병	0	400648	67	1	0	0	4	1	0	400759	0	65163	65163	54021	1	64	135	31	1	1	0	0	0	0	528	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	20245	3357	3357	3357	3357	3357	4133	4134	0	4135	40245	0	0	0	
	534	#2-2-1붙잡힌수색병2	0	400649	68	1	0	0	4	1	0	400759	0	65163	65163	54021	1	64	135	31	1	0	0	0	0	0	0	0	0	0	533	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54021	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	20246	3358	3358	3358	3358	3358	4136	4137	0	4138	40246	0	0	0	
	535	#2-2-2붙잡힌용족	0	400650	68	1	0	0	4	1	0	400759	0	65163	65159	54021	1	64	135	31	1	0	0	0	0	0	0	0	0	0	534	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20247	3359	3359	3359	3359	3359	4139	4140	0	4141	40247	0	0	0	
	536	#3붙잡힌용족?	0	400651	68	1	0	0	4	1	0	400759	0	65159	65160	54021	1	64	135	31	1	0	0	0	0	0	0	0	0	0	528	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20248	3360	3360	3360	3360	3360	4142	4143	0	4144	40248	0	0	0	
	537	#4발키리는관계없다	0	400652	68	1	0	0	4	1	0	400759	0	65160	65160	54021	1	64	135	31	1	0	0	0	0	0	0	0	0	0	536	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20249	3361	3361	3361	3361	3361	4145	4146	0	4147	40249	0	0	0	
	538	#5용족의유산_채집	0	400653	68	1	0	0	4	1	0	400759	0	65160	65160	54021	1	64	135	31	1	0	0	0	0	0	0	0	0	0	537	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40359	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20250	3362	3362	3362	3362	3362	4148	4149	0	4150	40250	0	0	0	
	539	#6미션용족수장구출_고정포탈	0	400654	70	1	0	0	4	1	0	400759	0	65160	65160	54021	1	64	135	31	1	0	0	0	0	0	0	0	0	0	538	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20251	3363	3363	3363	3363	3363	4151	4152	0	4153	40251	0	0	0	
	//540	#6-1미션용족수장구출_생성포탈	0	400654	70	1	0	0	4	1	0	400759	0	65160	65160	54021	1	64	135	31	1	2	0	0	0	0	0	0	0	0	538	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	20252	3363	3363	3363	3363	3363	4154	4155	0	4156	40252	0	0	0	
	1277	#6미션용족수장구출_고정포탈	0	400655	70	1	0	0	4	1	0	400759	0	65160	65160	54021	0	64	135	31	1	0	0	0	0	0	0	0	0	0	539	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20251	3364	3364	3364	3364	3364	4157	4158	0	4159	40251	0	0	0	
	//1278	#6-1미션용족수장구출_생성포탈	0	400655	70	1	0	0	4	1	0	400759	0	65160	65160	54021	0	64	135	31	1	2	0	0	0	0	0	0	0	0	540	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	20252	3364	3364	3364	3364	3364	4160	4161	0	4162	40252	0	0	0	
	541	#7용족수장구출전달	0	400656	70	1	0	0	4	1	0	400759	0	65160	65161	54021	1	64	135	31	1	0	0	0	0	0	0	0	0	0	539	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20253	3365	3365	3365	3365	3365	4163	4164	0	4165	40253	0	0	0	
	542	#8계곡너머로	0	400657	70	1	0	0	4	1	0	400759	0	65161	65164	54041	1	64	135	31	1	0	0	0	0	0	0	0	0	0	541	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20254	3366	3366	3366	3366	3366	4166	4167	0	4168	40254	0	0	0	
	//																																																																																												0	0		0	0		0	0		0	0		0	0												0	0	0														0	0	0	
	543	#1피의분화구	0	400658	73	1	0	0	4	1	0	400759	0	65164	65164	54041	1	66	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54041	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	20255	3367	3367	3367	3367	3367	4169	4170	0	4171	40255	0	0	0	
	544	#2-1난발키리가싫다	1	400659	73	1	0	0	4	0	0	400759	0	65164	65165	54041	1	66	135	31	1	0	0	0	0	0	0	0	0	0	543	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40360	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40360	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20256	3368	3368	3368	3368	3368	4172	4173	0	4174	40256	0	0	0	
	545	#2-2이런시기에!	1	400660	73	1	0	0	4	0	0	400759	0	65165	65164	54041	1	66	135	31	1	0	0	0	0	0	0	0	0	0	544	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40361	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40361	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20257	3369	3369	3369	3369	3369	4175	4176	0	4177	40257	0	0	0	
	546	#2-3전투가끝나고만나자!	1	400661	74	1	0	0	4	0	0	400759	0	65164	65165	54041	1	66	135	31	1	0	0	0	0	0	0	0	0	0	545	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40362	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40362	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20258	3370	3370	3370	3370	3370	4178	4179	0	4180	40258	0	0	0	
	547	#2용기사단장의영혼	0	400662	74	1	0	0	4	1	0	400759	0	65164	65166	54041	1	66	135	31	1	0	0	0	0	0	0	0	0	0	543	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20259	3371	3371	3371	3371	3371	4181	4182	0	4183	40259	0	0	0	
	548	#3영혼의보충	0	400663	74	1	0	0	4	1	0	400759	0	65166	65166	54041	1	66	135	31	1	0	0	0	0	0	0	0	0	0	547	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40363	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20260	3372	3372	3372	3372	3372	4184	4185	0	4186	40260	0	0	0	
	549	#4방황하는용기사단장의영혼	0	400664	75	1	0	0	4	1	0	400759	0	65166	65166	54041	1	66	135	31	1	0	0	0	0	0	0	0	0	0	548	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	551	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20261	3373	3373	3373	3373	3373	4187	4188	0	4189	40261	0	0	0	
	550	#4-1용기사단장의기억	0	400665	75	1	0	0	4	1	0	400759	0	65168	65168	54041	1	66	135	31	1	1	0	0	0	0	549	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54041	0	0	0	0	1	0	0	0	0	0	0	0	0	0	65209	20262	3374	3374	3374	3374	3374	4190	4191	0	4192	40262	0	0	0	
	551	#4-2용기사단장의이성	0	400666	75	1	0	0	4	1	0	400759	0	65167	65167	54041	1	66	135	31	1	1	0	0	0	0	549	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54041	0	0	0	0	1	0	0	0	0	0	0	0	0	0	65210	20263	3375	3375	3375	3375	3375	4193	4194	0	4195	40263	0	0	0	
	552	#5해방되지못한영혼1	0	400667	76	1	0	0	4	1	0	400759	0	65166	65169	54041	1	66	135	31	1	0	0	0	0	0	0	0	0	0	549	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40364	40365	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40364	40365	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20264	3376	3376	3376	3376	3376	4196	4197	0	4198	40264	0	0	0	
	553	#6해방되지못한영혼2	0	400668	76	1	0	0	4	1	0	400759	0	65169	65164	54041	1	66	135	31	1	0	0	0	0	0	0	0	0	0	552	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40366	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40366	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20265	3377	3377	3377	3377	3377	4199	4200	0	4201	40265	0	0	0	
	554	#7미션용족의계곡_고정포탈	0	400669	77	1	0	0	4	1	0	400759	0	65164	65164	54041	1	66	135	31	1	0	0	0	0	0	0	0	0	0	553	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20266	3378	3378	3378	3378	3378	4202	4203	0	4204	40266	0	0	0	
	//555	#7-1미션용족의계곡_생성포탈	0	400669	77	1	0	0	4	1	0	400759	0	65164	65164	54041	1	66	135	31	1	0	0	0	0	0	0	0	0	0	553	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20267	3378	3378	3378	3378	3378	4205	4206	0	4207	40267	0	0	0	
	1279	#7미션용족의계곡_고정포탈	0	400670	77	1	0	0	4	1	0	400759	0	65164	65164	54041	0	66	135	31	1	0	0	0	0	0	0	0	0	0	554	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20266	3379	3379	3379	3379	3379	4208	4209	0	4210	40266	0	0	0	
	//1280	#7-1미션용족의계곡_생성포탈	0	400670	77	1	0	0	4	1	0	400759	0	65164	65164	54041	0	66	135	31	1	0	0	0	0	0	0	0	0	0	555	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20267	3379	3379	3379	3379	3379	4211	4212	0	4213	40267	0	0	0	
	556	#8용족의계곡탈환보고	0	400671	77	1	0	0	4	1	0	400759	0	65164	65170	55061	1	66	135	31	1	0	0	0	0	0	0	0	0	0	554	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20268	3380	3380	3380	3380	3380	4214	4215	0	4216	40268	0	0	0	
	//아이올트																																																																																												0	0		0	0		0	0		0	0		0	0												0	0	0									5001~6000	5001~6000				0	0	0	
	//																																																																																												0	0		0	0		0	0		0	0		0	0												0	0	0														0	0	0	
	557	#1-1묘지기스컬	1	400672	78	1	0	0	5	0	0	400760	0	65171	65172	55061	1	80	135	31	1	0	0	0	0	0	0	0	0	0	564	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40367	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40367	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20269	3381	3381	3381	3381	3381	5001	5002	0	5003	40269	0	0	0	
	558	#1-2묘지기스컬의부탁	1	400673	78	1	0	0	5	0	0	400760	0	65171	65171	55061	1	80	135	31	1	0	0	0	0	0	0	0	0	0	557	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40368	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20270	3382	3382	3382	3382	3382	5004	5005	0	5006	40270	0	0	0	
	559	#1-3부활하는시체_1-3-1완료조건	1	400674	78	1	0	0	5	0	0	400760	0	65171	65171	55061	1	80	135	31	1	0	0	0	0	0	0	0	0	0	558	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20271	3383	3383	3383	3383	3383	5007	5008	0	5009	40271	0	0	0	
	560	#1-3-1부활하는시체	1	400675	79	1	0	0	5	0	0	400760	0	65172	65171	55061	1	80	135	31	1	1	0	0	0	0	559	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55061	0	0	0	0	1	0	0	0	0	0	0	0	0	0	65211	20272	3384	3384	3384	3384	3384	5010	5011	0	5012	40272	0	0	0	
	561	#1-4묘지기의슬픔	1	400676	79	1	0	0	5	0	0	400760	0	65171	65171	55061	1	80	135	31	1	0	0	0	0	0	0	0	0	0	559	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40369	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20273	3385	3385	3385	3385	3385	5013	5014	0	5015	40273	0	0	0	
	562	#1-5다시한번생명을	1	400677	79	1	0	0	5	0	0	400760	0	65171	65172	55061	1	80	135	31	1	0	0	0	0	0	0	0	0	0	561	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40370	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40370	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20274	3386	3386	3386	3386	3386	5016	5017	0	5018	40274	0	0	0	
	563	#1-6[…]	1	400678	80	1	0	0	5	0	0	400760	0	65172	65171	55061	1	80	135	31	1	0	0	0	0	0	0	0	0	0	562	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20275	3387	3387	3387	3387	3387	5019	5020	0	5021	40275	0	0	0	
	564	#1타락한병사	0	400679	80	1	0	0	5	1	0	400760	0	65170	65170	55061	1	80	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55061	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	20276	3388	3388	3388	3388	3388	5022	5023	0	5024	40276	0	0	0	
	565	#2조사관애덤스	0	400680	80	1	0	0	5	1	0	400760	0	65170	65173	55061	1	80	135	31	1	0	0	0	0	0	0	0	0	0	564	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40371	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40371	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20277	3389	3389	3389	3389	3389	5025	5026	0	5027	40277	0	0	0	
	566	#3오염된대지조사1_채집	0	400681	81	1	0	0	5	1	0	400760	0	65173	65173	55061	1	80	135	31	1	0	0	0	0	0	0	0	0	0	565	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40372	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20278	3390	3390	3390	3390	3390	5028	5029	0	5030	40278	0	0	0	
	567	#4오염된대지조사2_채집	0	400682	81	1	0	0	5	1	0	400760	0	65173	65173	55061	1	80	135	31	1	0	0	0	0	0	0	0	0	0	566	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40373	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20279	3391	3391	3391	3391	3391	5031	5032	0	5033	40279	0	0	0	
	568	#4-1이상한물체실험의뢰_완	0	400683	81	1	0	0	5	1	0	400760	0	65173	65174	55061	1	80	135	31	1	0	0	0	0	0	0	0	0	0	567	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40373	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40373	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20280	3392	3392	3392	3392	3392	5034	5035	0	5036	40280	0	0	0	
